regime,count,mass_fraction,mean_reward,terminal_next_rate,terminal_risk_within_25,action_0_prob,action_1_prob,action_2_prob,action_purity,mean_tip_height,mean_theta1,mean_theta2
24,7,0.006487488415199258,-1.0,0.0,1.0,0.8571428571428571,0.14285714285714285,0.0,0.8571428571428571,-1.2205751745935896,0.4199830970753279,-1.0366222193348504
25,4,0.0037071362372567192,-1.0,0.0,0.0,0.0,0.0,1.0,1.0,-0.17383406719211927,0.29916353978685906,-1.3147084151076625
26,19,0.017608897126969416,-1.0,0.0,0.0,0.9473684210526315,0.05263157894736842,0.0,0.9473684210526315,-1.876393372937665,0.26272869232642193,-0.0028898612372204578
27,26,0.024096385542168676,-1.0,0.0,0.15384615384615385,0.0,0.038461538461538464,0.9615384615384616,0.9615384615384616,-0.13591438218536425,0.20545375742292585,0.08450616535551342
28,2,0.0018535681186283596,-1.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.0273667726671617,0.014266300700504803,-0.0494979541830145
29,22,0.020389249304911955,-1.0,0.0,0.0,0.0,0.045454545454545456,0.9545454545454546,0.9545454545454546,-0.7138648329936078,0.27158753778998007,-2.0216989747435394
30,2,0.0018535681186283596,-1.0,0.0,0.0,1.0,0.0,0.0,1.0,-1.609949582906689,0.4593622924634611,0.07338312440528055
31,5,0.004633920296570899,-1.0,0.0,0.2,1.0,0.0,0.0,1.0,-1.261631479023181,0.0388342096724803,-1.1915721289284316
32,1,0.0009267840593141798,-1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.2128127272159961,-0.880248249893987,-1.7061016844170713
33,3,0.0027803521779425394,-1.0,0.0,0.6666666666666666,0.0,0.0,1.0,1.0,-0.5113447138617294,-0.20627278161717433,2.4273331599063837
34,3,0.0027803521779425394,-1.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.9687811993351622,-0.2607635317283629,1.8078512829293594
35,3,0.0027803521779425394,-1.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.311064610838308,-0.10269745520907865,1.2636063363517753
36,32,0.029657089898053754,-1.0,0.0,0.0,0.125,0.21875,0.65625,0.65625,-1.9263619907155398,0.006446877487846612,0.20980972525590139
37,11,0.010194624652455977,-1.0,0.0,0.09090909090909091,0.0,0.0,1.0,1.0,-0.6335402284172436,-0.33869851765391656,1.0545338448949986
38,23,0.021316033364226137,-1.0,0.0,0.0,0.043478260869565216,0.043478260869565216,0.9130434782608695,0.9130434782608695,-1.4647649927610622,0.2032049917166978,-0.5472910214522984
39,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
40,1,0.0009267840593141798,-1.0,0.0,1.0,1.0,0.0,0.0,1.0,-0.8338899348399993,-0.20759267096263503,-1.5083527695543815
41,12,0.011121408711770158,-1.0,0.0,0.08333333333333333,0.8333333333333334,0.08333333333333333,0.08333333333333333,0.8333333333333334,-0.0874398761092157,-0.2561266236000924,-1.916366716612578
42,1,0.0009267840593141798,-1.0,0.0,0.0,0.0,1.0,0.0,1.0,-0.203655900057221,0.25360566736410745,-2.694447328265164
43,22,0.020389249304911955,-0.9545454545454546,0.045454545454545456,0.3181818181818182,0.0,0.0,1.0,1.0,-0.04183311828376353,0.3473308902281222,-0.6281545409092885
44,5,0.004633920296570899,-1.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.5604582745370306,-0.19808022254255736,1.068948546741859
45,14,0.012974976830398516,-1.0,0.0,0.07142857142857142,0.0,0.07142857142857142,0.9285714285714286,0.9285714285714286,-0.4712210943320146,0.016643037015714745,2.0504990655743045
46,11,0.010194624652455977,-1.0,0.0,0.0,0.0,0.0,1.0,1.0,-0.09537403029076753,0.2353107589250567,2.01801711801515
47,19,0.017608897126969416,-1.0,0.0,0.0,0.42105263157894735,0.0,0.5789473684210527,0.5789473684210527,-1.7173749096851507,-0.12284752409425198,-0.5664166926534332
48,1,0.0009267840593141798,-1.0,0.0,0.0,1.0,0.0,0.0,1.0,-1.9385111759247384,-0.11624081525663686,0.44864811083485917
49,34,0.03151065801668211,-1.0,0.0,0.0,0.7941176470588235,0.058823529411764705,0.14705882352941177,0.7941176470588235,-1.7815982334306582,0.018940332404750796,-0.6398794601499452
50,5,0.004633920296570899,-1.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.8235672016107456,0.2093346084087991,-1.2223338339450591
51,7,0.006487488415199258,-1.0,0.0,0.2857142857142857,1.0,0.0,0.0,1.0,-0.36004206423325613,-0.3171976937576006,2.1668069546222717
52,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
53,2,0.0018535681186283596,-1.0,0.0,0.0,0.0,0.5,0.5,0.5,-0.40223938500061,-0.16135910741529066,-2.134017871775642
54,17,0.015755329008341055,-0.9411764705882353,0.058823529411764705,0.23529411764705882,0.0,0.0,1.0,1.0,-0.26136965441628396,0.266579506276357,-0.7997788283603049
55,3,0.0027803521779425394,-1.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,-1.2252535956119288,-0.4187858969208662,0.9830211175335876
56,7,0.006487488415199258,-1.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.1683258904337413,-0.07527052432003441,0.22942691142205168
57,11,0.010194624652455977,-1.0,0.0,0.0,0.36363636363636365,0.09090909090909091,0.5454545454545454,0.5454545454545454,-1.6445692917894421,0.09042678578887009,0.5500613117382969
58,7,0.006487488415199258,-1.0,0.0,0.8571428571428571,0.0,0.0,1.0,1.0,-1.0476311926000585,-0.3075606457569909,0.44457410280492365
59,2,0.0018535681186283596,-1.0,0.0,0.0,1.0,0.0,0.0,1.0,-1.0360506642111915,0.011606624130839321,1.4509035583892147
60,1,0.0009267840593141798,-1.0,0.0,1.0,0.0,0.0,1.0,1.0,-0.5748195594687422,-1.860261566906505,2.3952798388912235
61,7,0.006487488415199258,-1.0,0.0,0.0,0.0,0.0,1.0,1.0,-0.06532160709884753,-0.12567478276339794,-0.31385744918082203
62,15,0.013901760889712697,-1.0,0.0,0.0,0.06666666666666667,0.0,0.9333333333333333,0.9333333333333333,-1.3051234687663444,-0.36766575936714607,1.2431302705907035
63,7,0.006487488415199258,-1.0,0.0,0.5714285714285714,1.0,0.0,0.0,1.0,-1.326617005863943,-0.10450970410989091,0.08016981939567144
64,4,0.0037071362372567192,-1.0,0.0,0.25,1.0,0.0,0.0,1.0,0.12389359147685594,-0.10928597286858338,0.2107454358530022
65,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
66,4,0.0037071362372567192,-1.0,0.0,0.25,1.0,0.0,0.0,1.0,-1.5997323304106992,0.38579194835215597,-1.0611509344561663
67,4,0.0037071362372567192,-1.0,0.0,0.0,0.0,0.25,0.75,0.75,-1.787212900057265,0.260571123208862,-0.7605743766296016
68,5,0.004633920296570899,-1.0,0.0,0.0,0.0,0.2,0.8,0.8,-0.3112295313977257,0.13506976995792405,-2.4623681876542025
69,5,0.004633920296570899,-1.0,0.0,0.4,1.0,0.0,0.0,1.0,-1.3021142186372692,0.07911686833601354,0.28957231549456186
70,2,0.0018535681186283596,-1.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.3128788813594063,-0.2700924361525618,2.5568182629373135
71,9,0.008341056533827619,-1.0,0.0,0.0,0.7777777777777778,0.0,0.2222222222222222,0.7777777777777778,-0.31835498492958497,0.06046745025712727,-1.3405119910945815
72,2,0.0018535681186283596,-1.0,0.0,1.0,0.0,0.0,1.0,1.0,-0.08052728045077437,-1.0378299828319364,-1.0273795656122735
73,10,0.009267840593141797,-1.0,0.0,0.2,1.0,0.0,0.0,1.0,-1.0661111150464855,0.12177843732621256,1.2511843248625882
74,2,0.0018535681186283596,-1.0,0.0,1.0,0.0,0.0,1.0,1.0,-0.011780655329817813,-0.5766614768633151,-1.9375663598775588
75,1,0.0009267840593141798,-1.0,0.0,1.0,1.0,0.0,0.0,1.0,-1.7386996466833793,0.5614516668470546,-0.09288505415304438
76,7,0.006487488415199258,-1.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.3242561178201375,0.1922457505892771,-1.3195457871951437
77,22,0.020389249304911955,-1.0,0.0,0.13636363636363635,0.09090909090909091,0.0,0.9090909090909091,0.9090909090909091,-1.670011065618584,0.06585821069226852,0.11675010903769528
78,23,0.021316033364226137,-1.0,0.0,0.0,0.9565217391304348,0.043478260869565216,0.0,0.9565217391304348,-1.7647251486596447,0.1932995020062993,-0.6205515936014953
79,5,0.004633920296570899,-1.0,0.0,0.0,0.8,0.0,0.2,0.8,-1.7000765781216096,0.14354230422711772,-0.6942533430784396
80,12,0.011121408711770158,-1.0,0.0,0.4166666666666667,1.0,0.0,0.0,1.0,-0.25152765955609957,0.3248325489878166,-1.1768995934996085
81,2,0.0018535681186283596,-1.0,0.0,1.0,0.5,0.0,0.5,0.5,-0.48529105746072515,1.7350691710604225,-0.7468692180721126
82,2,0.0018535681186283596,-1.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.442981943262994,0.2267685657470059,-1.2861757187262555
83,8,0.0074142724745134385,-1.0,0.0,0.0,0.0,0.125,0.875,0.875,-1.2756700308649935,0.02584154923089336,-1.2273785923739693
84,5,0.004633920296570899,-1.0,0.0,0.4,0.0,0.0,1.0,1.0,-0.29927267189952417,0.5945720703585851,1.526283844475469
85,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
86,8,0.0074142724745134385,-1.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.4998619399564679,-0.3671956269844411,1.0636548856901706
87,6,0.005560704355885079,-1.0,0.0,0.0,1.0,0.0,0.0,1.0,-1.1305911964477933,-0.21428907624398677,1.6233248760980734
88,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
89,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
90,1,0.0009267840593141798,-1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.15488460672396287,-2.8624333537414524,-2.787999446108585
91,6,0.005560704355885079,-1.0,0.0,1.0,0.0,0.0,1.0,1.0,-1.2154343657589926,0.20060319680246563,0.4708991950462948
92,1,0.0009267840593141798,-1.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.029673295386788756,0.3320975796132301,-3.0601085760111157
93,9,0.008341056533827619,-1.0,0.0,0.4444444444444444,0.8888888888888888,0.0,0.1111111111111111,0.8888888888888888,-0.7173911556519806,-0.39626372998874626,2.121549203258364
94,33,0.030583873957367932,-1.0,0.0,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.9393939393939394,0.9393939393939394,-0.6019709426185262,-0.1333367097112847,2.065516131364487
95,6,0.005560704355885079,-1.0,0.0,0.0,1.0,0.0,0.0,1.0,-1.3907103566779906,-0.18527736772156353,1.2139416466155153
96,3,0.0027803521779425394,-1.0,0.0,0.3333333333333333,1.0,0.0,0.0,1.0,-0.9376100235620505,-0.4313749856820768,1.7960718329745626
97,2,0.0018535681186283596,-0.5,0.5,0.5,0.5,0.5,0.0,0.5,-0.027153808543175957,-1.4497111818077821,-0.0324376350891864
98,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
99,1,0.0009267840593141798,-1.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.6476423122514414,-0.20128403023883637,2.1106818954594098
100,6,0.005560704355885079,-1.0,0.0,0.0,0.0,0.0,1.0,1.0,-0.5126452045844602,-0.3548342985156195,1.3390436709937834
101,29,0.026876737720111215,-1.0,0.0,0.034482758620689655,0.06896551724137931,0.034482758620689655,0.896551724137931,0.896551724137931,-0.5481073463548694,-0.2817781405513758,1.6944535489645807
102,8,0.0074142724745134385,-1.0,0.0,0.125,1.0,0.0,0.0,1.0,-0.47137857732321065,0.44597253792939917,-1.7318085389749345
103,4,0.0037071362372567192,-1.0,0.0,0.25,1.0,0.0,0.0,1.0,-1.540498752352585,0.13536834135135242,-0.560661851619096
104,3,0.0027803521779425394,-0.6666666666666666,0.3333333333333333,1.0,1.0,0.0,0.0,1.0,0.12339188380891104,-1.9282145024285489,1.0006956520667127
105,8,0.0074142724745134385,-1.0,0.0,0.0,0.5,0.0,0.5,0.5,-1.369666391456204,-0.1925173822292374,-0.9500088280035828
106,25,0.023169601482854494,-1.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.7723694243304688,-0.2602660030436043,0.5690455657035928
107,9,0.008341056533827619,-1.0,0.0,0.0,0.1111111111111111,0.0,0.8888888888888888,0.8888888888888888,-0.22991630830861848,-0.07407503585699102,0.9463841311948925
108,4,0.0037071362372567192,-1.0,0.0,1.0,1.0,0.0,0.0,1.0,-0.639007011718546,-0.505993175656114,0.6133339769126585
109,17,0.015755329008341055,-1.0,0.0,0.17647058823529413,0.0,0.0,1.0,1.0,-1.165500435099313,0.36912090148066873,-1.5788085989856553
110,7,0.006487488415199258,-1.0,0.0,0.0,0.5714285714285714,0.14285714285714285,0.2857142857142857,0.5714285714285714,-0.45132923155677057,-0.00557625443432653,-2.1551601373505935
111,17,0.015755329008341055,-1.0,0.0,0.4117647058823529,0.0,0.0,1.0,1.0,-1.2243627297307056,-0.21142327542479297,1.1548871815014055
112,7,0.006487488415199258,-1.0,0.0,0.0,1.0,0.0,0.0,1.0,-1.5145936633539023,-0.1015109381095184,-0.6278263925536824
113,1,0.0009267840593141798,-1.0,0.0,1.0,1.0,0.0,0.0,1.0,-1.1204926098914174,-0.14971047078769234,1.5884449584932563
114,2,0.0018535681186283596,-1.0,0.0,1.0,1.0,0.0,0.0,1.0,-1.863547899982092,0.09242860599747123,-0.243727494892493
115,8,0.0074142724745134385,-1.0,0.0,0.0,1.0,0.0,0.0,1.0,-1.2424061538530955,0.047222664744473994,-1.304640581584486
116,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
117,7,0.006487488415199258,-1.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.276713199972794,0.11657735933480531,-1.3087905895480971
118,1,0.0009267840593141798,-1.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.6253579751357917,-0.2303864548236618,-1.6960817215627315
119,7,0.006487488415199258,-1.0,0.0,0.14285714285714285,1.0,0.0,0.0,1.0,-1.7669358558577526,0.2878405476861811,-0.28981753437600916
120,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
121,6,0.005560704355885079,-1.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.6223505443467703,-0.1985662553771186,0.6641351881833872
122,15,0.013901760889712697,-1.0,0.0,0.0,0.06666666666666667,0.06666666666666667,0.8666666666666667,0.8666666666666667,-1.5127777985922057,-0.15064535732056336,-0.5812654913732723
123,4,0.0037071362372567192,-0.75,0.25,0.25,0.0,0.0,1.0,1.0,0.2662069656519432,0.9993312597791826,1.4386229476244896
124,7,0.006487488415199258,-1.0,0.0,1.0,1.0,0.0,0.0,1.0,-0.26881374610322556,0.7470326865041835,1.1531558534680915
125,1,0.0009267840593141798,-1.0,0.0,1.0,0.0,0.0,1.0,1.0,-1.4701489514908468,-0.08955422527271964,1.1663450926985282
126,6,0.005560704355885079,-1.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,0.24172549844494814,-0.38730774549369307,-1.5609257550250975
127,20,0.018535681186283594,-1.0,0.0,0.0,0.75,0.15,0.1,0.75,-1.9035083081771624,0.08361905134178545,0.10463534093932528
128,2,0.0018535681186283596,-1.0,0.0,0.0,1.0,0.0,0.0,1.0,-1.1227706183132615,-0.12375344757026163,1.5592784185824153
129,2,0.0018535681186283596,-1.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.9304348424662976,0.309543089994641,-1.89988841131593
130,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
131,4,0.0037071362372567192,-1.0,0.0,0.5,0.75,0.0,0.25,0.75,-1.544992772619917,0.47596200570592573,-1.1187183034619805
132,3,0.0027803521779425394,-1.0,0.0,1.0,1.0,0.0,0.0,1.0,-0.38919705825732653,0.7836777411711383,1.2281711461825657
133,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
134,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
135,4,0.0037071362372567192,-1.0,0.0,0.0,1.0,0.0,0.0,1.0,-1.14420775999652,0.2805979337419014,-1.635673198599095
136,5,0.004633920296570899,-1.0,0.0,0.4,1.0,0.0,0.0,1.0,0.07216811168195451,-0.011135398335066693,1.4154507906796916
137,2,0.0018535681186283596,-1.0,0.0,0.0,1.0,0.0,0.0,1.0,-1.3401778200352834,0.047157200721752224,0.5149731450973726
138,5,0.004633920296570899,-1.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.752497712116344,-0.44047407280960904,0.38973581049505784
139,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
140,6,0.005560704355885079,-1.0,0.0,0.16666666666666666,0.0,0.0,1.0,1.0,-0.4762197945283891,-0.15792001433755076,-2.1455378557550415
141,6,0.005560704355885079,-1.0,0.0,0.0,0.8333333333333334,0.0,0.16666666666666666,0.8333333333333334,-1.6372087798400783,-0.2785784642930598,0.9341210255704387
142,2,0.0018535681186283596,-1.0,0.0,1.0,0.0,0.0,1.0,1.0,-0.11982865665105916,0.5010659634859806,-2.747881069575471
143,6,0.005560704355885079,-1.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.07961991620680299,-0.7910474440714389,-1.585894156762455
144,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
145,7,0.006487488415199258,-1.0,0.0,0.0,0.14285714285714285,0.0,0.8571428571428571,0.8571428571428571,-1.0189125036233775,-0.34975699898739776,1.787161238390246
146,8,0.0074142724745134385,-1.0,0.0,0.0,0.5,0.125,0.375,0.5,-0.40878026593488087,-0.010261494701623838,0.9257000007745818
147,3,0.0027803521779425394,-1.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,-1.4065076085391517,0.40133289688994545,-1.30569912681666
148,1,0.0009267840593141798,-1.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.6459071743424394,-0.7491545188970941,1.1677954919561662
149,3,0.0027803521779425394,-1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.04032881690748632,0.36129501049009155,0.9261641000246453
