system,operator,mode_index,lambda_real,lambda_imag,lambda_abs,r3_residual_rho,r3_residual_matrix_formula,r3_feature_matrix_formula_abs_diff,representation_defect_eta,legacy_source_normalized_residual_reduced_candidate,successor_denominator_norm_sq,source_denominator_norm_sq,representation_ridge,rank_rtol,rank_threshold,sigma_max,sigma_min_retained,effective_feature_rank,ambient_num_regimes,subsample_size,rank_by_r3_residual
duffing,ridge_ls,7,1.000000000012294,-2.5274186974292576e-16,1.000000000012294,9.51714256235137e-07,9.517142562359844e-07,8.474564637279275e-19,4.946767641867442e-16,0.0009754599679913605,0.999798145455754,0.9999999991949594,1e-08,1e-10,1.910750361185157e-09,19.10750361185157,0.02523696830247617,10,10,800,1
duffing,ridge_ls,5,0.9972969493847282,0.0409364432216165,0.9981367629917864,5.7286756793749786e-05,5.7286756793533934e-05,2.1585110001470786e-16,3.596288571210672e-14,0.007585505050729146,1.0044186030020936,0.9999999540260041,1e-08,1e-10,1.910750361185157e-09,19.10750361185157,0.02523696830247617,10,10,800,2
duffing,ridge_ls,4,0.997296949384728,-0.040936443221615514,0.9981367629917862,5.72867567937578e-05,5.7286756793659695e-05,9.810674408278208e-17,3.596288564392182e-14,0.007585505050729681,1.0044186030021023,0.9999999540260114,1e-08,1e-10,1.910750361185157e-09,19.10750361185157,0.02523696830247617,10,10,800,3
duffing,ridge_ls,6,0.9868152012839917,-0.022939937695304367,0.9870818011829767,0.00018237535833996128,0.0001823753583393876,5.736784745163925e-16,2.484779267839239e-12,0.013289219173674762,0.9683503795793641,0.9999994407153491,1e-08,1e-10,1.910750361185157e-09,19.10750361185157,0.02523696830247617,10,10,800,4
duffing,ridge_ls,9,0.9868152012839914,0.022939937695304294,0.9870818011829764,0.0001823753583399892,0.00018237535834000968,2.0491421059976034e-17,2.484779268048372e-12,0.013289219173675771,0.9683503795793555,0.9999994407153412,1e-08,1e-10,1.910750361185157e-09,19.10750361185157,0.02523696830247617,10,10,800,5
duffing,ridge_ls,3,0.9916219708625151,0.06490801740144284,0.9937440232878108,0.0011055785073772406,0.001105578507377406,1.6544925152128798e-16,2.4376372470083766e-12,0.03276294481759595,0.9709035387096909,0.9999995640187298,1e-08,1e-10,1.910750361185157e-09,19.10750361185157,0.02523696830247617,10,10,800,6
duffing,ridge_ls,2,0.9916219708625139,-0.06490801740144272,0.9937440232878094,0.001105578507377266,0.001105578507376879,3.86843335142828e-16,2.43763724681799e-12,0.03276294481759635,0.970903538709713,0.9999995640187513,1e-08,1e-10,1.910750361185157e-09,19.10750361185157,0.02523696830247617,10,10,800,7
duffing,ridge_ls,8,0.9984309508021972,-2.144798684395521e-16,0.9984309508021972,0.0023140684396671767,0.002314068439666434,7.424616477180734e-16,4.65302947085044e-13,0.04705978223088788,0.9570252346658101,0.999999452677359,1e-08,1e-10,1.910750361185157e-09,19.10750361185157,0.02523696830247617,10,10,800,8
duffing,ridge_ls,1,0.915452489740317,-4.820189467855489e-16,0.915452489740317,0.004314751978027787,0.004314751978027119,6.678685382510707e-16,1.918131067543602e-12,0.061979110196890536,0.8902963137654235,0.9999993960686228,1e-08,1e-10,1.910750361185157e-09,19.10750361185157,0.02523696830247617,10,10,800,9
duffing,ridge_ls,0,0.8831236462859214,9.334980705100193e-17,0.8831236462859214,0.01593645241218532,0.01593645241218608,7.598088824778415e-16,3.657226293616106e-12,0.10593597087920656,0.7041982955660351,0.999999349508973,1e-08,1e-10,1.910750361185157e-09,19.10750361185157,0.02523696830247617,10,10,800,10
vanderpol,nlms,19,1.0000000000000002,6.667607850358998e-16,1.0000000000000002,1.8935402655546158e-05,1.8935402655550565e-05,4.407959457511379e-18,2.209262363600298e-19,0.004352505812126772,1.0004702397011676,0.9999999994212014,1e-08,1e-10,1.3714175150158078e-09,13.714175150158079,0.4515379839564273,25,25,800,1
vanderpol,nlms,21,0.9996851086911509,-0.019088844923225077,0.9998673414705279,2.127263652203051e-05,2.12726365222247e-05,1.941907734875209e-16,3.8586255933246663e-19,0.0046120425786148255,0.9999200949599301,0.999999999257237,1e-08,1e-10,1.3714175150158078e-09,13.714175150158079,0.4515379839564273,25,25,800,2
vanderpol,nlms,18,0.9996851086911517,0.019088844923224893,0.9998673414705287,2.1272636522033828e-05,2.127263652223686e-05,2.030337974568558e-16,3.858625405850341e-19,0.004612042578615184,0.9999200949599303,0.9999999992572377,1e-08,1e-10,1.3714175150158078e-09,13.714175150158079,0.4515379839564273,25,25,800,3
vanderpol,nlms,17,0.998693612990831,0.03805309923773043,0.9994183163171847,2.3030376177104767e-05,2.303037617698515e-05,1.196179928112523e-16,6.685300064800621e-19,0.004796420539867271,0.9989263656109248,0.9999999990431501,1e-08,1e-10,1.3714175150158078e-09,13.714175150158079,0.4515379839564273,25,25,800,4
vanderpol,nlms,22,0.9986936129908289,-0.03805309923772981,0.9994183163171826,2.3030376177107013e-05,2.3030376177029534e-05,7.747979775124536e-17,6.685301100224153e-19,0.004796420539867504,0.9989263656109242,0.9999999990431498,1e-08,1e-10,1.3714175150158078e-09,13.714175150158079,0.4515379839564273,25,25,800,5
vanderpol,nlms,24,0.9969880274377844,-0.05700882561077653,0.99861660964146,2.8888480578731787e-05,2.888848057875576e-05,2.3974420539085717e-17,2.267308636540086e-18,0.005367656266583796,0.9973433416714973,0.9999999986119619,1e-08,1e-10,1.3714175150158078e-09,13.714175150158079,0.4515379839564273,25,25,800,6
vanderpol,nlms,16,0.9969880274377851,0.057008825610775964,0.9986166096414608,2.8888480578732217e-05,2.8888480578827816e-05,9.559952655890935e-17,2.2673084318492498e-18,0.005367656266583836,0.997343341671498,0.9999999986119625,1e-08,1e-10,1.3714175150158078e-09,13.714175150158079,0.4515379839564273,25,25,800,7
vanderpol,nlms,23,0.9940561246799693,-0.07629639541738309,0.9969797986757025,4.980003630961953e-05,4.980003630961358e-05,5.9495594215142056e-18,5.013100625644835e-18,0.007036255186353773,0.9941536314506372,0.9999999979012149,1e-08,1e-10,1.3714175150158078e-09,13.714175150158079,0.4515379839564273,25,25,800,8
vanderpol,nlms,15,0.9940561246799697,0.076296395417383,0.996979798675703,4.9800036309631053e-05,4.9800036309643413e-05,1.235990476633475e-17,5.013100641802518e-18,0.007036255186354581,0.9941536314506356,0.9999999979012149,1e-08,1e-10,1.3714175150158078e-09,13.714175150158079,0.4515379839564273,25,25,800,9
vanderpol,nlms,14,0.9908675125806565,0.09718365870984502,0.9956219618951809,7.4937528879933e-05,7.493752887989923e-05,3.3772897672923463e-17,1.0148428806742542e-17,0.008615150404472909,0.9904358654481429,0.9999999970230984,1e-08,1e-10,1.3714175150158078e-09,13.714175150158079,0.4515379839564273,25,25,800,10
vanderpol,nlms,20,0.9908675125806573,-0.09718365870984447,0.9956219618951817,7.493752887994464e-05,7.493752888003855e-05,9.390546066440075e-17,1.0148429154847362e-17,0.008615150404473582,0.9904358654481435,0.999999997023098,1e-08,1e-10,1.3714175150158078e-09,13.714175150158079,0.4515379839564273,25,25,800,11
vanderpol,nlms,8,0.9824806622716461,0.12072716089229724,0.9898703445981433,0.00017453244167974877,0.00017453244167970795,4.082021179407924e-17,4.371350232250703e-17,0.01303234070522111,0.9731251213454064,0.9999999954743354,1e-08,1e-10,1.3714175150158078e-09,13.714175150158079,0.4515379839564273,25,25,800,12
vanderpol,nlms,13,0.9824806622716445,-0.12072716089229668,0.9898703445981416,0.00017453244167975823,0.000174532441679565,1.9323193219122903e-16,4.3713501569400854e-17,0.013032340705221456,0.9731251213454059,0.9999999954743359,1e-08,1e-10,1.3714175150158078e-09,13.714175150158079,0.4515379839564273,25,25,800,13
vanderpol,nlms,9,0.9768079685550145,-0.14563557251832532,0.9876049450135993,0.00018738256852116823,0.00018738256852106135,1.068752291527586e-16,3.787914223390425e-17,0.013465845098143577,0.9676939776756842,0.9999999937800252,1e-08,1e-10,1.3714175150158078e-09,13.714175150158079,0.4515379839564273,25,25,800,14
vanderpol,nlms,6,0.9768079685550145,0.14563557251832654,0.9876049450135995,0.00018738256852117267,0.00018738256852115335,1.9325903724554117e-17,3.7879141466094356e-17,0.013465845098143728,0.9676939776756832,0.9999999937800258,1e-08,1e-10,1.3714175150158078e-09,13.714175150158079,0.4515379839564273,25,25,800,15
vanderpol,nlms,4,0.9581590793554606,0.17631689445661639,0.9742466159151539,0.0005211477371185583,0.0005211477371184699,8.836247705756861e-17,2.1737573499403766e-16,0.02213316296111929,0.9399962083337916,0.9999999881801276,1e-08,1e-10,1.3714175150158078e-09,13.714175150158079,0.4515379839564273,25,25,800,16
vanderpol,nlms,5,0.9581590793554585,-0.1763168944566155,0.9742466159151517,0.0005211477371185821,0.0005211477371185257,5.637851296924623e-17,2.1737573312153875e-16,0.02213316296111978,0.93999620833379,0.9999999881801278,1e-08,1e-10,1.3714175150158078e-09,13.714175150158079,0.4515379839564273,25,25,800,17
vanderpol,nlms,3,0.9555896857199577,-0.2084133007921948,0.9780530412004583,0.0007612818945103302,0.000761281894510415,8.478460988836645e-17,1.8766550240801785e-16,0.026639471708505044,0.9321927206558502,0.9999999824161,1e-08,1e-10,1.3714175150158078e-09,13.714175150158079,0.4515379839564273,25,25,800,18
vanderpol,nlms,2,0.9555896857199591,0.2084133007921941,0.9780530412004595,0.0007612818945103574,0.0007612818945104984,1.4094628242311558e-16,1.8766550140737536e-16,0.026639471708505523,0.9321927206558508,0.9999999824161006,1e-08,1e-10,1.3714175150158078e-09,13.714175150158079,0.4515379839564273,25,25,800,19
vanderpol,nlms,0,0.9335454025748285,0.2500102054333233,0.9664430254750723,0.0014877672468762953,0.0014877672468762285,6.678685382510707e-17,5.917534483401151e-16,0.03703274239289413,0.9218000825070826,0.9999999721336701,1e-08,1e-10,1.3714175150158078e-09,13.714175150158079,0.4515379839564273,25,25,800,20
vanderpol,nlms,1,0.933545402574829,-0.250010205433322,0.9664430254750723,0.001487767246876373,0.0014877672468761095,2.634611279139776e-16,5.917534480786298e-16,0.037032742392895085,0.9218000825070818,0.9999999721336698,1e-08,1e-10,1.3714175150158078e-09,13.714175150158079,0.4515379839564273,25,25,800,21
vanderpol,nlms,10,0.9294453613113133,-0.1119900410182039,0.9361679597969462,0.005531061163918254,0.005531061163918158,9.627715291671279e-17,2.738203551573362e-15,0.06724507465149748,0.8175465307971241,0.9999999560588702,1e-08,1e-10,1.3714175150158078e-09,13.714175150158079,0.4515379839564273,25,25,800,22
vanderpol,nlms,7,0.9294453613113136,0.11199004101820392,0.9361679597969466,0.005531061163918412,0.005531061163918379,3.2959746043559335e-17,2.738203554592544e-15,0.06724507465149843,0.8175465307971254,0.9999999560588724,1e-08,1e-10,1.3714175150158078e-09,13.714175150158079,0.4515379839564273,25,25,800,23
vanderpol,nlms,11,0.9069482027457418,0.027388407544737824,0.9073616518960717,0.021829625899642442,0.02182962589964229,1.5265566588595902e-16,1.3154196193128594e-14,0.12486533421172297,0.7142289059205056,0.9999998803920431,1e-08,1e-10,1.3714175150158078e-09,13.714175150158079,0.4515379839564273,25,25,800,24
vanderpol,nlms,12,0.9069482027457427,-0.027388407544736648,0.9073616518960725,0.02182962589964306,0.021829625899643053,6.938893903907228e-18,1.3154196199549188e-14,0.12486533421172455,0.7142289059205065,0.9999998803920473,1e-08,1e-10,1.3714175150158078e-09,13.714175150158079,0.4515379839564273,25,25,800,25
vanderpol,ridge_ls,19,0.999999999929069,-2.1271907326715057e-16,0.999999999929069,1.909601989025243e-05,1.9096019890253468e-05,1.0367683274392636e-18,1.4846866969133537e-19,0.004371201837105277,1.0005962289295465,0.9999999994262772,1e-08,1e-10,1.3714175150158078e-09,13.714175150158079,0.4515379839564273,25,25,800,1
vanderpol,ridge_ls,18,0.9997065896835707,0.018878159413494803,0.9998848185464146,2.2355087900539812e-05,2.2355087900489966e-05,4.9846194880021066e-17,2.2756422490912414e-19,0.004728198756699678,1.0000346930342638,0.9999999992625619,1e-08,1e-10,1.3714175150158078e-09,13.714175150158079,0.4515379839564273,25,25,800,2
vanderpol,ridge_ls,20,0.999706589683571,-0.018878159413495545,0.9998848185464149,2.235508790054071e-05,2.2355087900463704e-05,7.700545930078295e-17,2.275642624008467e-19,0.004728198756699774,1.0000346930342645,0.9999999992625622,1e-08,1e-10,1.3714175150158078e-09,13.714175150158079,0.4515379839564273,25,25,800,3
vanderpol,ridge_ls,17,0.9988042039122962,0.037642233913119466,0.9995132693100406,2.39650074460279e-05,2.3965007446001527e-05,2.6373217845709895e-17,5.598914968977044e-19,0.004892674570057427,0.998884080446623,0.9999999990448523,1e-08,1e-10,1.3714175150158078e-09,13.714175150158079,0.4515379839564273,25,25,800,4
vanderpol,ridge_ls,21,0.9988042039122957,-0.037642233913120174,0.9995132693100401,2.396500744602953e-05,2.396500744594891e-05,8.062059591966431e-17,5.598915571862183e-19,0.0048926745700575945,0.9988840804466235,0.9999999990448525,1e-08,1e-10,1.3714175150158078e-09,13.714175150158079,0.4515379839564273,25,25,800,5
vanderpol,ridge_ls,16,0.9971638580821366,0.05640770197910725,0.9987580231005984,3.0462678193872162e-05,3.0462678194022626e-05,1.504635446184649e-16,1.7804257475511346e-18,0.005511569889234772,0.9972006534784355,0.9999999986079525,1e-08,1e-10,1.3714175150158078e-09,13.714175150158079,0.4515379839564273,25,25,800,6
vanderpol,ridge_ls,23,0.9971638580821361,-0.05640770197910624,0.9987580231005978,3.0462678193873087e-05,3.046267819391367e-05,4.058304256884804e-17,1.7804259516890983e-18,0.005511569889234851,0.9972006534784335,0.9999999986079522,1e-08,1e-10,1.3714175150158078e-09,13.714175150158079,0.4515379839564273,25,25,800,7
vanderpol,ridge_ls,24,0.9945065859408692,-0.07541983448331188,0.9973622716512057,5.280521276338706e-05,5.280521276331128e-05,7.577895559315873e-17,3.2556017546124853e-18,0.0072458958172355184,0.9942769536724735,0.9999999979082363,1e-08,1e-10,1.3714175150158078e-09,13.714175150158079,0.4515379839564273,25,25,800,8
vanderpol,ridge_ls,14,0.9945065859408688,0.07541983448331224,0.9973622716512054,5.280521276339992e-05,5.280521276326582e-05,1.3410225620930083e-16,3.255601785660869e-18,0.007245895817236388,0.9942769536724703,0.9999999979082366,1e-08,1e-10,1.3714175150158078e-09,13.714175150158079,0.4515379839564273,25,25,800,9
vanderpol,ridge_ls,13,0.9909089912374222,0.09654529362888359,0.9956011363176787,7.514002495654352e-05,7.514002495654745e-05,3.9302328752599536e-18,6.756067975089993e-18,0.008625221151432109,0.990077388667535,0.9999999970733859,1e-08,1e-10,1.3714175150158078e-09,13.714175150158079,0.4515379839564273,25,25,800,10
vanderpol,ridge_ls,22,0.990908991237423,-0.0965452936288845,0.9956011363176797,7.514002495654872e-05,7.514002495661286e-05,6.413055850251759e-17,6.756067697090275e-18,0.008625221151432416,0.9900773886675367,0.9999999970733858,1e-08,1e-10,1.3714175150158078e-09,13.714175150158079,0.4515379839564273,25,25,800,11
vanderpol,ridge_ls,11,0.9839251912082249,0.11820634663552985,0.9910002635110956,0.00010107840261384638,0.00010107840261381391,3.247185506594086e-17,1.9154866493449436e-17,0.009945929815125817,0.9786612858680925,0.9999999958366088,1e-08,1e-10,1.3714175150158078e-09,13.714175150158079,0.4515379839564273,25,25,800,12
vanderpol,ridge_ls,15,0.9839251912082213,-0.1182063466355303,0.991000263511092,0.00010107840261385427,0.00010107840261371472,1.395503721260405e-16,1.9154866941937482e-17,0.009945929815126184,0.9786612858680888,0.9999999958366087,1e-08,1e-10,1.3714175150158078e-09,13.714175150158079,0.4515379839564273,25,25,800,13
vanderpol,ridge_ls,9,0.9776276646788341,0.14619757944536457,0.9884986509758497,0.00015762474339078603,0.0001576247433908378,5.1770653736182837e-17,2.7224855078001114e-17,0.01236682563489102,0.9702688301660379,0.999999994057752,1e-08,1e-10,1.3714175150158078e-09,13.714175150158079,0.4515379839564273,25,25,800,14
vanderpol,ridge_ls,12,0.9776276646788346,-0.14619757944536482,0.9884986509758501,0.00015762474339080622,0.00015762474339080362,2.6020852139652106e-18,2.7224854783435584e-17,0.012366825634891809,0.9702688301660374,0.9999999940577516,1e-08,1e-10,1.3714175150158078e-09,13.714175150158079,0.4515379839564273,25,25,800,15
vanderpol,ridge_ls,10,0.9576002357559644,-0.1702605742236939,0.9726185658596388,0.0002933067267672513,0.0002933067267671219,1.2939952928614495e-16,1.6623513700459176e-16,0.01653797917088519,0.9324871447794003,0.9999999895107985,1e-08,1e-10,1.3714175150158078e-09,13.714175150158079,0.4515379839564273,25,25,800,16
vanderpol,ridge_ls,8,0.957600235755966,0.17026057422369323,0.9726185658596402,0.00029330672676726525,0.000293306726767164,1.0126448291014611e-16,1.6623513910795964e-16,0.01653797917088558,0.9324871447793999,0.9999999895107983,1e-08,1e-10,1.3714175150158078e-09,13.714175150158079,0.4515379839564273,25,25,800,17
vanderpol,ridge_ls,2,0.9540225603924558,0.21539171432518758,0.9780350895227227,0.0009627854346759613,0.0009627854346759571,4.228388472693467e-18,2.0292489366594998e-16,0.029859268004842912,0.9260379695711594,0.9999999812410558,1e-08,1e-10,1.3714175150158078e-09,13.714175150158079,0.4515379839564273,25,25,800,18
vanderpol,ridge_ls,5,0.9540225603924587,-0.2153917143251866,0.9780350895227253,0.0009627854346760642,0.0009627854346762385,1.7433970933566911e-16,2.0292489299277016e-16,0.029859268004844505,0.9260379695711602,0.9999999812410568,1e-08,1e-10,1.3714175150158078e-09,13.714175150158079,0.4515379839564273,25,25,800,19
vanderpol,ridge_ls,1,0.9046031132104558,-0.2581433929237342,0.9407150491728227,0.0011086954949192003,0.0011086954949190114,1.8886801844697487e-16,1.423321970470791e-15,0.03105098615200723,0.869637971836819,0.9999999591086126,1e-08,1e-10,1.3714175150158078e-09,13.714175150158079,0.4515379839564273,25,25,800,20
vanderpol,ridge_ls,0,0.904603113210459,0.2581433929237341,0.9407150491728258,0.0011086954949193085,0.0011086954949191138,1.947227101783966e-16,1.423321967644672e-15,0.03105098615200874,0.8696379718368189,0.9999999591086125,1e-08,1e-10,1.3714175150158078e-09,13.714175150158079,0.4515379839564273,25,25,800,21
vanderpol,ridge_ls,7,0.9021589692843414,-0.17976543659041377,0.91989478640371,0.0011646824470526954,0.0011646824470526755,1.9949319973733282e-17,1.7125492839890867e-15,0.030931046127451598,0.8214510154639076,0.9999999626706308,1e-08,1e-10,1.3714175150158078e-09,13.714175150158079,0.4515379839564273,25,25,800,22
vanderpol,ridge_ls,3,0.9021589692843429,0.17976543659041413,0.9198947864037116,0.001164682447052808,0.001164682447052618,1.8995222061946038e-16,1.7125492903791533e-15,0.030931046127453073,0.8214510154639069,0.9999999626706312,1e-08,1e-10,1.3714175150158078e-09,13.714175150158079,0.4515379839564273,25,25,800,23
vanderpol,ridge_ls,4,0.8434926588108207,0.0617134279365129,0.8457472510481029,0.006659376597850563,0.006659376597850212,3.5128150388530344e-16,1.1333900443823758e-14,0.06750499358514157,0.684286810473903,0.9999998711757603,1e-08,1e-10,1.3714175150158078e-09,13.714175150158079,0.4515379839564273,25,25,800,24
vanderpol,ridge_ls,6,0.8434926588108201,-0.0617134279365134,0.8457472510481023,0.006659376597850688,0.0066593765978504235,2.645453300864631e-16,1.1333900491633094e-14,0.0675049935851422,0.6842868104739029,0.9999998711757603,1e-08,1e-10,1.3714175150158078e-09,13.714175150158079,0.4515379839564273,25,25,800,25
